OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200117,Sample-Routine,Water,Surface Water,2001-11-26,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45718121,,,Phosphorus,Dissolved,0.093,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200117,Sample-Routine,Water,Surface Water,2001-11-26,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45718190,,,Phosphorus,Suspended,0.130,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200117,Sample-Routine,Water,Surface Water,2001-11-26,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45718213,,,Nitrogen,Suspended,0.484,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-02-22,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00100979,Sample-Routine,Water,Surface Water,2001-06-13,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Peak stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45697441,,,Phosphorus,Total,0.59,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00100979,Sample-Routine,Water,Surface Water,2001-06-13,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Peak stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45697442,,,Phosphorus,Dissolved,0.102,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00100979,Sample-Routine,Water,Surface Water,2001-06-13,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Peak stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45697494,,,Nitrogen,Suspended,0.912,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200242,Sample-Routine,Water,Surface Water,2002-01-14,15:00:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45726721,,,Phosphorus,Total,0.169,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200242,Sample-Routine,Water,Surface Water,2002-01-14,15:00:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45726722,,,Phosphorus,Dissolved,0.091,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200242,Sample-Routine,Water,Surface Water,2002-01-14,15:00:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45726774,,,Nitrogen,Suspended,0.285,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-03-14,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200564,Quality Control Sample-Field Replicate,Water,Surface Water,2002-04-03,13:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0950074 20ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45743742,,,Phosphorus,Total,0.23,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-04-12,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200564,Quality Control Sample-Field Replicate,Water,Surface Water,2002-04-03,13:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0950074 20ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45743743,,,Phosphorus,Dissolved,0.061,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-04-10,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200564,Quality Control Sample-Field Replicate,Water,Surface Water,2002-04-03,13:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0950074 20ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45743795,,,Nitrogen,Suspended,0.498,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-04-30,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200539,Sample-Routine,Water,Surface Water,2002-03-25,14:55:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0910087 TPCN- 20 ml | L-0910087 per district/whitaker, add sch1050, paa, 4/8/02",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45742774,,,Phosphorus,Total,0.22,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-04-15,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200539,Sample-Routine,Water,Surface Water,2002-03-25,14:55:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0910087 TPCN- 20 ml | L-0910087 per district/whitaker, add sch1050, paa, 4/8/02",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45742775,,,Phosphorus,Dissolved,0.084,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-04-10,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200539,Sample-Routine,Water,Surface Water,2002-03-25,14:55:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0910087 TPCN- 20 ml | L-0910087 per district/whitaker, add sch1050, paa, 4/8/02",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45742844,,,Phosphorus,Suspended,0.100,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200539,Sample-Routine,Water,Surface Water,2002-03-25,14:55:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0910087 TPCN- 20 ml | L-0910087 per district/whitaker, add sch1050, paa, 4/8/02",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45742867,,,Nitrogen,Suspended,0.432,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-04-26,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200619,Sample-Routine,Water,Surface Water,2002-04-29,14:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1220107 tpcn 15 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45749045,,,Phosphorus,Total,0.57,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-05-08,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200619,Sample-Routine,Water,Surface Water,2002-04-29,14:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1220107 tpcn 15 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45749046,,,Phosphorus,Dissolved,0.089,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-05-07,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200619,Sample-Routine,Water,Surface Water,2002-04-29,14:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1220107 tpcn 15 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45749098,,,Nitrogen,Suspended,1.06,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-05-14,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200644,Sample-Routine,Water,Surface Water,2002-05-14,10:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1360018 TPCN 10 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45752008,,,Phosphorus,Total,0.53,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-05-24,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200644,Sample-Routine,Water,Surface Water,2002-05-14,10:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1360018 TPCN 10 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45752009,,,Phosphorus,Dissolved,0.079,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-05-21,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200644,Sample-Routine,Water,Surface Water,2002-05-14,10:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1360018 TPCN 10 ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45752061,,,Nitrogen,Suspended,0.881,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-06-11,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200441,Sample-Routine,Water,Surface Water,2002-03-06,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0670206 TPCN 25 ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45736456,,,Phosphorus,Total,0.23,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-03-14,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200441,Sample-Routine,Water,Surface Water,2002-03-06,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0670206 TPCN 25 ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45736457,,,Phosphorus,Dissolved,0.081,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-03-12,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200441,Sample-Routine,Water,Surface Water,2002-03-06,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0670206 TPCN 25 ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45736509,,,Nitrogen,Suspended,0.533,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-04-26,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200877,Quality Control Sample-Field Replicate,Water,Surface Water,2002-07-10,15:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1930126 25 ml | L-1930126 x= no bottle type on asr,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45766048,,,Phosphorus,Total,0.22,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-07-17,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200877,Quality Control Sample-Field Replicate,Water,Surface Water,2002-07-10,15:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1930126 25 ml | L-1930126 x= no bottle type on asr,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45766049,,,Phosphorus,Dissolved,0.129,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-07-16,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200877,Quality Control Sample-Field Replicate,Water,Surface Water,2002-07-10,15:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1930126 25 ml | L-1930126 x= no bottle type on asr,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45766101,,,Nitrogen,Suspended,0.199,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-07-24,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200634,Sample-Routine,Water,Surface Water,2002-05-09,10:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1370022 15ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45750700,,,Phosphorus,Total,0.62,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-05-16,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200634,Sample-Routine,Water,Surface Water,2002-05-09,10:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1370022 15ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45750701,,,Phosphorus,Dissolved,0.090,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-05-14,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200634,Sample-Routine,Water,Surface Water,2002-05-09,10:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1370022 15ml,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45750752,,,Nitrogen,Suspended,0.603,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-05-21,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200581,Sample-Routine,Water,Surface Water,2002-04-15,13:35:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1080140 15ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45745797,,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-04-25,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200581,Sample-Routine,Water,Surface Water,2002-04-15,13:35:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1080140 15ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45745798,,,Phosphorus,Dissolved,0.081,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-04-25,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200581,Sample-Routine,Water,Surface Water,2002-04-15,13:35:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1080140 15ml,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45745850,,,Nitrogen,Suspended,0.577,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-05-14,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200786,Sample-Routine,Water,Surface Water,2002-06-12,13:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,L-1680043 recvd 6-14-02,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45760883,,,Phosphorus,Total,0.38,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-06-21,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200786,Sample-Routine,Water,Surface Water,2002-06-12,13:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,L-1680043 recvd 6-14-02,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45760884,,,Phosphorus,Dissolved,0.106,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-06-18,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200786,Sample-Routine,Water,Surface Water,2002-06-12,13:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,L-1680043 recvd 6-14-02,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45760953,,,Phosphorus,Suspended,0.080,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00200786,Sample-Routine,Water,Surface Water,2002-06-12,13:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,L-1680043 recvd 6-14-02,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45760976,,,Nitrogen,Suspended,0.437,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-07-12,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00201201,Quality Control Sample-Field Replicate,Water,Surface Water,2002-09-11,13:05:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2560420 tpcn 25ml,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45779622,,,Phosphorus,Total,0.22,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",,USGS OF 92-146,,2002-09-19,,,Laboratory Reporting Level,0.06,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00201201,Quality Control Sample-Field Replicate,Water,Surface Water,2002-09-11,13:05:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2560420 tpcn 25ml,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45779623,,,Phosphorus,Dissolved,0.157,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2002-09-17,,,Laboratory Reporting Level,0.0044,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00201201,Quality Control Sample-Field Replicate,Water,Surface Water,2002-09-11,13:05:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2560420 tpcn 25ml,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45779692,,,Phosphorus,Suspended,0.160,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00201201,Quality Control Sample-Field Replicate,Water,Surface Water,2002-09-11,13:05:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2560420 tpcn 25ml,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45779715,,,Nitrogen,Suspended,0.510,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2002-09-24,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
